DO Number,Referenzbeleg,Date,Client Order Reference,Courier,Tracking Reference,Comission,Comission 2,
KL597094,KA528132,08.08.19,sand-MYP5KH4,GLS Paket OVL Berlin,102986807105,,,,
KL597516,KA529201,08.08.19,302-0976822-0766761,DPD Predict,01345057491475,41179122255227,,,
KL597506,KA529211,08.08.19,302-1769174-3869929,GLS Normalpaket,352559723688,05306278584291,,,
KL593567,KA524437,08.08.19,305-8113553-2582727,DPD Predict,01345057491591,06082675300963,,,
KL597530,KA529189,08.08.19,171-6267899-7345112,DPD Predict,01345057491528,44446864147243,,,
KL597551,KA529169,08.08.19,028-9350568-7875561,DPD Predict,01345057491500,50473968768123,,,
KL597572,KA529149,08.08.19,028-7254213-9081132,DPD Predict,01345057491458,03802991812795,,,
KL597567,KA529154,08.08.19,028-7658591-6613119,GLS Normalpaket,352559723404,03095863203651,,,
KL597239,KA528287,08.08.19,2471830500,GLS Normalpaket,352559721967,,,,
KL597573,KA529148,08.08.19,028-7247955-8545147,DPD Predict,01345057491491,67419019368099,,,
KL597379,KA528344,08.08.19,2472792800,GLS Normalpaket,352559721653,,,,
KL597592,KA529131,08.08.19,028-5213500-3484348,DPD Predict,01345057491488,18171901367243,,,
KL599012,KA522376,08.08.19,402-9804517-9757134,DPD Predict,01345057491639,60985648367995,,,
KL597591,KA529132,08.08.19,028-5382896-7015563,DPD Predict,01345057491583,36495332107763,,,
KL597608,KA529503,08.08.19,305-4526578-4157904,DPD Predict,01345057491584,26467550430515,,,
KL597583,KA529140,08.08.19,028-6155074-7006766,DPD Predict,01345057491508,13724608208299,,,
KL598202,KA529787,08.08.19,1908061424SU2Y5,GLS Normalpaket,352559725248,,,,
KL598495,KA530032,08.08.19,028-5812665-9920332,GLS Normalpaket,352559725187,20997421267395,,,
KL589670,KA520868,08.08.19,302-5700689-1893946,DPD Predict,,18010063826355,,,
KL598460,KA530062,08.08.19,028-8983376-9601943,GLS Normalpaket,352559725200,48215584922171,,,
KL598461,KA530062,08.08.19,028-8983376-9601943,GLS Normalpaket,352559725217,48215584922171,,,
KL598493,KA530034,08.08.19,028-6064306-0697941,GLS Normalpaket,352559725224,41041041756323,,,
KL592315,KA525282,08.08.19,2466390970-2,GLS Normalpaket,352559721516,,,,
KL592009,KA524980,08.08.19,sand-123352643745-2138736154002,GLS Normalpaket,352559721837,,,,
KL597649,KA529467,08.08.19,304-9990491-5757128,DPD Predict,01345057491548,33430113784987,,,
KL592802,KA523499,08.08.19,302-2323464-3669920,GLS Normalpaket,352559721868,14364585731811,,,
KL591450,KA522704,08.08.19,028-2662098-6705111,DPD Predict,01345057491622,,,,
KL592366,KA525235,08.08.19,2366995770-1,GLS Normalpaket,352559721950,,,,
KL597658,KA529458,08.08.19,304-9200831-9373924,DPD Predict,01345057491509,25558529955195,,,
KL592770,KA525295,08.08.19,2466985910,GLS Normalpaket,352559721998,,,,
KL593830,KA524197,08.08.19,304-8907534-2163534,DPD Predict,01345057491590,28221734384931,,,
KL597474,KA529107,08.08.19,028-1082769-5375547,GLS Normalpaket,352559725156,66131673335323,,,
KL597661,KA529455,08.08.19,304-9023707-1153165,GLS Normalpaket,352559723695,14895155794019,,,
KL593907,KA524129,08.08.19,304-5953765-9750733,DPD Predict,01345057491564,36188040987107,,,
KL593975,KA524066,08.08.19,304-3334643-7951530,DPD Predict,01345057491562,09249574205963,,,
KL594119,KA523940,08.08.19,303-8137277-7733959,DPD Predict,01345057491521,41290193078363,,,
KL593972,KA524069,08.08.19,304-3421794-7301956,DPD Predict,01345057491563,58820184882427,,,
KL593995,KA524051,08.08.19,304-2886492-8584366,DPD Predict,01345057491561,13712862949835,,,
KL598511,KA530016,08.08.19,028-4096929-4482715,DPD Predict,01345057491518,21806464327283,,,
KL593967,KA524073,08.08.19,304-3664624-3188317,,,35601911514355,,,
KL597313,KA528403,08.08.19,1090705655,DPD Predict,01345056172750,,,,
KL577121,KA510167,08.08.19,303-0483126-2932356,GLS Normalpaket,353677387042,52845198610179,,,
KL598087,KA529883,08.08.19,4296152301-A-1,GLS Normalpaket,352559723220,,,,
KL597773,KA529346,08.08.19,303-7539596-5581109,GLS Normalpaket,352559723237,69009780034755,,,
KL597883,KA529633,08.08.19,306-8095297-0525943,GLS Normalpaket,352559723244,10264184472451,,,
KL594208,KA523865,08.08.19,303-5331137-8631561,DPD Predict,01345057491560,16144245464683,,,
KL598276,KA529538,08.08.19,305-7521310-3253958,GLS Normalpaket,352559725385,39575882122987,,,
KL597674,KA529442,08.08.19,304-7854949-9969150,GLS Normalpaket,352559723275,05515055404379,,,
KL596689,KA527218,08.08.19,4291862401-A-1,DPD Predict,01345057491519,,,,
KL597521,KA529198,08.08.19,302-0507516-0573938,GLS Normalpaket,352559725682,70013231070971,,,
KL596690,KA527218,08.08.19,4291862401-A-1,DPD Predict,01345057491520,,,,
KL597739,KA529380,08.08.19,304-0833795-6466762,GLS Normalpaket,352559723299,27133914001851,,,
KL597776,KA529343,08.08.19,303-7311103-5909936,GLS Normalpaket,352559725699,46323633736459,,,
KL597801,KA529714,08.08.19,407-0850445-1135556,GLS Normalpaket,352559723305,22351719236931,,,
KL598713,KA530142,08.08.19,302-5907110-1433940,GLS Normalpaket,352559725279,49226893011043,,,
KL597868,KA529648,08.08.19,402-4042810-0989145,GLS Normalpaket,352559723329,28503664580499,,,
KL597683,KA529434,08.08.19,304-6818477-3761906,GLS Normalpaket,352559723336,25378821724283,,,
KL597686,KA529431,08.08.19,304-6703888-1583530,GLS Normalpaket,352559725286,61271922628571,,,
KL598199,KA529790,08.08.19,4267240801-A-1,GLS Normalpaket,352559725293,,,,
KL598395,KA529252,08.08.19,302-6885049-9027504,GLS Normalpaket,352559725392,35289026280475,,,
KL598232,KA529759,08.08.19,1908051756T0UPI,GLS Normalpaket,352559725309,,,,
KL597678,KA529439,08.08.19,304-7500152-6355522,GLS Normalpaket,352559723343,70088693369419,,,
KL598429,KA529978,08.08.19,028-1398636-1020348,GLS Normalpaket,352559725408,06560180878571,,,
KL598217,KA529774,08.08.19,1908060933SWKWE,GLS Normalpaket,352559725316,,,,
KL598092,KA529878,08.08.19,4296070001-A-1,GLS Normalpaket,352559725323,,,,
KL598476,KA530048,08.08.19,028-7547311-7817908,GLS Normalpaket,352559725415,36430604541867,,,
KL598665,KA530182,08.08.19,302-9176564-2201122,GLS Normalpaket,352559725422,30044768161379,,,
KL598093,KA529877,08.08.19,4296029002-A-1,GLS Normalpaket,352559725330,,,,
KL598222,KA529769,08.08.19,1908052300SYO6I,GLS Normalpaket,352559725347,,,,
KL598097,KA529873,08.08.19,4295886601-A-1,GLS Normalpaket,352559723350,,,,
KL598700,KA530153,08.08.19,302-7268542-9455517,GLS Normalpaket,352559725439,23176992855195,,,
KL598311,KA529331,08.08.19,303-5417173-7477962,GLS Normalpaket,352559725446,70156659670283,,,
KL598102,KA529868,08.08.19,4295636701-A-1,GLS Normalpaket,352559725354,,,,
KL598322,KA529320,08.08.19,303-4012384-5230711,GLS Normalpaket,352559725453,12741288158731,,,
KL594338,KA523746,08.08.19,303-1046077-8986752,DPD Predict,01345057491627,02226202889163,,,
KL597208,KA528262,08.08.19, 304-1635954-1776350,GLS Paket OVL Berlin,102986807204,,,,
KL598455,KA530067,08.08.19,028-9247588-4995562,GLS Normalpaket,352559725460,37247735458723,,,
KL598633,KA530212,08.08.19,303-2025484-8193141,GLS Normalpaket,352559725477,53473273680947,,,
KL594377,KA523711,08.08.19,303-0071024-5738737,DPD Predict,01345057491634,10893763416051,,,
KL598916,KA530601,08.08.19,403-1602259-5181945,DPD Predict,01345057491514,37817449497787,,,
KL597704,KA529413,08.08.19,304-4080195-9345915,DPD Predict,01345057491501,57398816919427,,,
KL594382,KA523706,08.08.19,302-9967372-4681954,DPD Predict,01345057491559,53533297146931,,,
KL594384,KA523704,08.08.19,302-9830068-9985939,DPD Predict,01345057491558,69363723680771,,,
KL598425,KA529981,08.08.19,028-1558755-2500321,DPD Predict,01345057491469,67271052476203,,,
KL598930,KA530588,08.08.19,402-3092168-2004311,DPD Predict,01345057491515,24495533961219,,,
KL597626,KA529488,08.08.19,305-3099336-6566700,DPD Predict,01345057491476,61259755052179,,,
KL597731,KA529388,08.08.19,304-1176187-0285963,DPD Predict,01345057491479,04308599571147,,,
KL576345,KA510370,08.08.19,2441611650,DPD Predict,01345057491645,,,,
KL598988,KA530537,08.08.19,306-4716408-4479519,DPD Predict,01345057491600,42730460654835,,,
KL596847,KA527094,08.08.19,1908041305TAJIC,DPD Predict,01345057491552,,,,
KL597652,KA529464,08.08.19,304-9861180-4266769,DPD Predict,01345057491496,01235240014339,,,
KL597645,KA529471,08.08.19,305-0919539-7031512,DPD Predict,01345057491497,26575526154275,,,
KL597767,KA529352,08.08.19,303-8083464-0423550,DPD Predict,01345057491498,41758601998659,,,
KL598977,KA530547,08.08.19,306-5667737-9463516,DPD Predict,01345057491632,23118127886643,,,
KL596980,KA528117,08.08.19,sand-MQ8BKH4,GLS Paket OVL Berlin,102986806986,,,,
KL596851,KA527090,08.08.19,1908040958TBPU9,DPD Predict,01345057491512,,,,
KL594637,KA523314,08.08.19,028-6461458-3307543,DPD Predict,01345057491556,45082280875227,,,
KL596321,KA527030,08.08.19,1908010052TUM35,DPD Predict,01345057491377,,,,
KL596320,KA527030,08.08.19,1908010052TUM35,DPD Predict,01345057491378,,,,
KL594500,KA523611,08.08.19,302-6913227-9531569,DPD Predict,01345057491557,21478738580235,,,
KL594676,KA523280,08.08.19,028-5388580-8946762,DPD Predict,01345057491555,53210379071827,,,
KL594763,KA523206,08.08.19,028-2931271-1565934,,,52151176259363,,,
KL594815,KA523156,08.08.19,028-1085152-8765100,DPD Predict,01345057491550,33885849849723,,,
KL594949,KA526160,08.08.19,304-4877929-6354722,DPD Predict,01345057491573,17199965198299,,,
KL594862,KA526239,08.08.19,305-0312382-7967524,DPD Predict,01345057491594,53133305556051,,,
KL594987,KA526124,08.08.19,304-1700300-5195558,DPD Predict,01345057491572,05865098781691,,,
KL594772,KA523197,08.08.19,028-2667505-4097163,DPD Predict,01345057491554,23298628907275,,,
KL591965,KA523094,08.08.19,sand-122241301332-2138022643002,DPD Predict,01345057491603,,,,
KL595117,KA526560,08.08.19,405-6551314-8061905,DPD Predict,01345057491360,47020034861731,,,
KL596613,KA527278,08.08.19,4293275202-A-1,DPD Predict,01345057491376,,,,
KL595027,KA526087,08.08.19,303-9434556-6069143,DPD Predict,01345057491630,51703096042339,,,
KL595157,KA526523,08.08.19,403-5001899-0609102,DPD Predict,01345057491359,59945534406971,,,
KL597144,KA528220,08.08.19,sand-MAKYSH4,DPD Predict,01345057491604,,,,
KL597144,KA528220,08.08.19,sand-MAKYSH4,DPD Predict,01345057491604,,,,
KL597138,KA528226,08.08.19,sand-M59ZSH4,GLS Paket OVL Berlin,102986807150,,,,
KL597155,KA528211,08.08.19,sand-M6SZSH4,GLS Paket OVL Berlin,102986807167,,,,
KL595432,KA526282,08.08.19,305-3208687-8298703,DPD Predict,01345057491575,00974327694619,,,
KL595395,KA526311,08.08.19,305-5185671-3481903,,,66526452243707,,,
KL595435,KA526279,08.08.19,305-3017617-3553164,DPD Predict,01345057491574,39383486677019,,,
KL595239,KA526449,08.08.19,306-5653924-7199527,DPD Predict,01345057491577,51790144742187,,,
KL595394,KA526312,08.08.19,305-5326369-7225130,DPD Predict,01345057491576,14144744010707,,,
KL595600,KA525959,08.08.19,302-9486650-2611505,DPD Predict,01345057491571,37806765782683,,,
KL587614,KA520137,08.08.19,408-3735910-2935566,DPD Predict,01345057491392,21452032364115,,,
KL588450,KA520292,08.08.19,4288306801-A-1,DPD Predict,01345057491390,,,,
KL595607,KA525952,08.08.19,302-9064536-7655534,DPD Predict,01345057491570,69375649638819,,,
KL596182,KA526820,08.08.19,sand-MCLCSH4,,143233966480,,,,
KL595611,KA525948,08.08.19,302-8729487-8111501,DPD Predict,01345057491569,58222275813187,,,
KL590362,KA522174,08.08.19,305-0807373-1866751,DPD Predict,01345057491452,45470675161411,,,
KL596544,KA527334,08.08.19,1090593211,DPD Predict,01345056172747,,,,
KL588436,KA520300,08.08.19,4288492501-A-1,DPD Predict,01345057491391,,,,
KL596569,KA527310,08.08.19,1107177209,DPD COD BUS,01345057491434,,,,
KL596765,KA527157,08.08.19,4290613102-A-1,DPD Predict,01345057491372,,,,
KL596572,KA527308,08.08.19,1107176601,DPD COD BUS,01345057491446,,,,
KL596587,KA527297,08.08.19,4293621701-A-1,DPD Predict,01345057491375,,,,
KL596760,KA527161,08.08.19,4290749802-A-1,DPD Predict,01345057491373,,,,
KL596695,KA527213,08.08.19,4291788501-A-1,DPD Predict,01345057491374,,,,
KL596844,KA527097,08.08.19,1908041633T9FUN,DPD Predict,01345057491335,,,,
KL589254,KA521411,08.08.19,406-5815831-0767553,DPD Predict,01345057491421,27556589912587,,,
KL596852,KA527089,08.08.19,1908040929TBU16,DPD Predict,01345057491402,,,,
KL596759,KA527162,08.08.19,4290765801-A-1,DPD Predict,01345057491334,,,,
KL595694,KA525876,08.08.19,302-4014208-9974744,DPD Predict,01345057491593,47713842512307,,,
KL595689,KA525881,08.08.19,302-4543430-2781149,DPD Predict,01345057491457,52102198355771,,,
KL589995,KA521453,08.08.19,4288929902-A-1,DPD Predict,01345057491418,,,,
KL589972,KA521473,08.08.19,4289250201-A-1,DPD Predict,01345057491420,,,,
KL589994,KA521453,08.08.19,4288929902-A-1,DPD Predict,01345057491419,,,,
KL595751,KA525825,08.08.19,302-0942555-4577965,DPD Predict,01345057491568,65591097573283,,,
KL595734,KA525841,08.08.19,302-1866983-5194700,DPD Predict,01345057491629,69363298173387,,,
KL592906,KA523406,08.08.19,171-2988307-3655531,DPD Predict,01345057491310,53702682380163,,,
KL596891,KA527053,08.08.19,1908020947TMV0L,DPD Predict,,,,,
KL596663,KA527239,08.08.19,4292335601-A-1,DPD Predict,01345057491333,,,,
KL597267,KA528442,08.08.19,10124018,GLS Normalpaket,352559720441,,,,
KL590461,KA522455,08.08.19,408-0612663-3749158,DPD Predict,01345057491309,02038357105491,,,
KL590514,KA522411,08.08.19,405-1673457-5359528,DPD Predict,01345057491423,63602389514739,,,
KL592468,KA525435,08.08.19,1107151484,DPD COD BUS,01345057491424,,,,
KL593053,KA524896,08.08.19,406-6599168-6385125,DPD Predict,01345057491426,35203044938627,,,
KL585407,KA517468,08.08.19,1907261511UREKZ,DPD Predict,01345057491385,,,,
KL593192,KA524767,08.08.19,403-0400387-0290744,DPD Predict,01345057491312,17620252912891,,,
KL592977,KA524968,08.08.19,408-6390722-0175531,DPD Predict,01345057491435,27058946901155,,,
KL593191,KA524768,08.08.19,403-0743651-3656308,DPD Predict,01345057491442,01736525605387,,,
KL594344,KA523741,08.08.19,303-0994208-2657947,GLS Normalpaket,352559720076,65636575818299,,,
KL593920,KA524116,08.08.19,304-5361526-0530766,DPD Predict,01345057491455,31573522056723,,,
KL594343,KA523741,08.08.19,303-0994208-2657947,GLS Normalpaket,352559720564,30139443541971,,,
KL594281,KA523798,08.08.19,303-3047981-3185955,GLS Paket OVL Berlin,102986807365,37438401378091,,,
KL594830,KA523142,08.08.19,028-0588906-8094714,DPD Predict,01345057491453,35808634786195,,,
KL580536,KA513753,08.08.19,sand-MPZXTH4,GLS Normalpaket,352559720250,,,,
KL597821,KA529695,08.08.19,405-6936207-2731518,DPD Predict,01345057491465,13921136382123,,,
KL596761,KA527160,08.08.19,4290735802-A-1,DPD Predict,01345057491332,,,,
KL592898,KA523414,08.08.19,171-3925967-9630728,DPD Predict,01345057491311,69942734734259,,,
KL586241,KA518606,08.08.19,404-3531138-2253907,DPD Predict,01345057491388,57281110616227,,,
KL583936,KA516267,08.08.19,304-8361081-2215557,GLS Normalpaket,352559720526,12497312351851,,,
KL586240,KA518606,08.08.19,404-3531138-2253907,DPD Predict,01345057491389,57281110616227,,,
KL597346,KA528374,08.08.19,1107182734,DPD COD BUS,01345057491432,,,,
KL597353,KA528368,08.08.19,1107179028,DPD COD BUS,01345057491433,,,,
KL597226,KA528299,08.08.19,2472121510,DPD Predict,01345057491438,,,,
KL597246,KA528280,08.08.19,2471614400,GLS Paket OVL Berlin,102986807211,,,,
KL587147,KA519017,08.08.19,1907292233U87CK,DPD Predict,01345057491386,,,,
KL597018,KA528086,08.08.19,sand-MU6TKH4,GLS Paket OVL Berlin,102986807037,,,,
KL597124,KA528238,08.08.19,sand-MUCYSH4,GLS Paket OVL Berlin,102986807143,,,,
KL597359,KA528363,08.08.19,2473273140,GLS Paket OVL Berlin,102986807235,,,,
KL597114,KA528246,08.08.19,sand-M3UXSH4,GLS Paket OVL Berlin,102986807112,,,,
KL597169,KA528202,08.08.19,sand-MX7HKH4,GLS Paket OVL Berlin,102986807174,,,,
KL587011,KA519127,08.08.19,1107117020,DPD COD BUS,01345057491387,,,,
KL597177,KA528197,08.08.19,sand-MSG4KH4,GLS Paket OVL Berlin,102986807181,,,,
KL592519,KA525388,08.08.19,2469096240,GLS Paket OVL Berlin,102986807280,,,,
KL596943,KA528058,08.08.19,sand-MD1FKH4,GLS Paket OVL Berlin,102986806962,,,,
KL597408,KA528316,08.08.19,2472387930,GLS Paket OVL Berlin,102986807334,,,,
KL597410,KA528314,08.08.19,2472351450,GLS Paket OVL Berlin,102986807341,,,,
KL592971,KA524974,08.08.19,408-8070279-4704361,DPD Predict,01345057491445,37337428532947,,,
KL592477,KA525426,08.08.19,1107148900,DPD COD BUS,01345057491413,,,,
KL592761,KA525303,08.08.19,2467062470,GLS Paket OVL Berlin,102986807297,,,,
KL594254,KA523824,08.08.19,303-4066125-8214748,GLS Paket OVL Berlin,102986807303,59619925015899,,,
KL597225,KA528300,08.08.19,2472134140,GLS Paket OVL Berlin,102986807310,,,,
KL592481,KA525422,08.08.19,1107147609,DPD COD BUS,01345057491414,,,,
KL597232,KA528294,08.08.19,2471967530,GLS Paket OVL Berlin,102986807327,,,,
KL596580,KA527300,08.08.19,1107168872,DPD COD BUS,01345057491416,,,,
KL592472,KA525431,08.08.19,1107150051,DPD COD BUS,01345057491411,,,,
KL592473,KA525430,08.08.19,1107149897,DPD Predict,01345057491412,,,,
KL597344,KA528376,08.08.19,1107184354,DPD COD BUS,01345057491417,,,,
KL592470,KA525433,08.08.19,1107150844,DPD COD BUS,01345057491415,,,,
KL597874,KA529642,08.08.19,306-9160160-5700351,DPD Predict,01345057491470,56153641654427,,,
KL593076,KA524874,08.08.19,405-9315043-4092336,GLS Normalpaket,352559722445,56780913773659,,,
KL593075,KA524875,08.08.19,405-9911322-5681932,GLS Normalpaket,352559722452,55672413745811,,,
KL593070,KA524880,08.08.19,406-1184875-1601164,GLS Normalpaket,352559722469,56984751127115,,,
KL597858,KA529658,08.08.19,402-8644013-2251526,GLS Normalpaket,352559723701,48772954355163,,,
KL590464,KA522452,08.08.19,407-8025560-3949166,GLS Normalpaket,352559722070,27120283087179,,,
KL595937,KA525661,08.08.19,028-0459153-5845150,DPD Predict,01345057491567,16630350240075,,,
KL590462,KA522454,08.08.19,408-0213058-6559565,GLS Normalpaket,352559722087,54531955142547,,,
KL590454,KA522462,08.08.19,408-3262530-1105949,GLS Normalpaket,352559722094,32723771128003,,,
KL591500,KA522726,08.08.19,sand-MQL8LH4,GLS Normalpaket,352559722049,,,,
KL597879,KA529637,08.08.19,306-8874399-0569142,DPD Predict,01345057491480,17064717192747,,,
KL590536,KA522393,08.08.19,404-0471878-6529934,GLS Normalpaket,352559722056,08596437510251,,,
KL597880,KA529636,08.08.19,306-8789943-7767522,DPD Predict,01345057491489,51153136485099,,,
KL590537,KA522393,08.08.19,404-0471878-6529934,GLS Normalpaket,352559722063,08596437510251,,,
KL591972,KA523088,08.08.19,sand-252988901016,GLS Normalpaket,352559722100,,,,
KL592913,KA523399,08.08.19,171-1494078-7143551,GLS Normalpaket,352559722162,07217288357891,,,
KL591805,KA522981,08.08.19,sand-255040571010,GLS Normalpaket,352559722117,,,,
KL591999,KA523122,08.08.19,sand-173723222856-2042309972007,GLS Normalpaket,352559722124,,,,
KL592907,KA523405,08.08.19,171-2815341-0609160,GLS Normalpaket,352559722179,46228946151619,,,
KL592175,KA525144,08.08.19,sand-MEESGH4,,143233966282,,,,
KL591962,KA523097,08.08.19,sand-MBGXLH4,,143233966244,,,,
KL595113,KA526564,08.08.19,405-8617153-9001947,,143233966374,01763347102883,,,
KL597013,KA528091,08.08.19,sand-MLATKH4,,143233966640,,,,
KL597017,KA528087,08.08.19,sand-MPSTKH4,,143233966657,,,,
KL591438,KA522702,08.08.19,303-0080394-5430777_2,DPD Predict,01345057491612,,,,
KL590750,KA522050,08.08.19,303-8219449-5236354,,143233966992,32226251163779,,,
KL590742,KA522058,08.08.19,303-9050420-0927557,,143233966985,05435520944683,,,
KL595793,KA525791,08.08.19,171-3469119-9605103,GLS Normalpaket,352559723213,26495876721979,,,
KL596264,KA526861,08.08.19,sand-173911732746-2043103713007,DPD Predict,01345057491643,,,,
KL595572,KA525980,08.08.19,303-0868018-0417919,GLS Normalpaket,352559722971,31770723752627,,,
KL597433,KA521373,08.08.19,403-7226316-0582768,DPD Predict,01345057491450,01307631015331,,,
KL594840,KA523134,08.08.19,028-0289348-2324308,DPD Predict,01345057491644,21587519024811,,,
KL591772,KA522929,08.08.19,sand-173317935559-2041780507007,GLS Normalpaket,352559721448,,,,
KL598061,KA529908,08.08.19,1090692315,DPD Predict,01345056172749,,,,
KL597923,KA529598,08.08.19,306-4342043-1599516,DPD Predict,01345057491492,00223551120011,,,
KL597435,KA514819,08.08.19,4284024501-A-1,DPD Predict,01345057491297,,,,
KL595228,KA526460,08.08.19,306-6240115-6526703,GLS Normalpaket,352559723015,56672299065067,,,
KL595718,KA525855,08.08.19,302-2761396-4553147,GLS Normalpaket,352559722964,19834555641771,,,
KL575420,KA508815,08.08.19,303-3710841-0549168,GLS Normalpaket,352559724135,08966993627259,,,
KL575035,KA509133,08.08.19,304-6593851-7350748,GLS Normalpaket,352559724166,47752447549771,,,
KL595139,KA526541,08.08.19,404-3573047-9123501,GLS Normalpaket,352559723107,15172869786515,,,
KL577113,KA510174,08.08.19,303-4036839-9038710,GLS Normalpaket,352559724203,23852360008827,,,
KL594866,KA526235,08.08.19,305-0169443-1635526,GLS Normalpaket,352559722995,04515257684659,,,
KL595136,KA526544,08.08.19,404-6530419-7093959,GLS Normalpaket,352559723114,28407623175971,,,
KL595133,KA526546,08.08.19,404-6863717-1637135,GLS Normalpaket,352559723121,02773766157379,,,
KL577898,KA510950,08.08.19,028-0567002-9041149,GLS Normalpaket,352559724241,25668389590291,,,
KL595134,KA526546,08.08.19,404-6863717-1637135,GLS Normalpaket,352559723138,02773766157379,,,
KL595130,KA526549,08.08.19,405-0532671-1301104,GLS Normalpaket,352559723145,27757052247147,,,
KL595129,KA526549,08.08.19,405-0532671-1301104,GLS Normalpaket,352559723152,27757052247147,,,
KL595125,KA526553,08.08.19,405-3116088-7382731,GLS Normalpaket,352559723169,45252480844883,,,
KL577751,KA511080,08.08.19,302-0469276-3197102,GLS Normalpaket,352559724258,63438421983683,,,
KL595116,KA526561,08.08.19,405-6561931-7394754,GLS Normalpaket,352559723176,36493039084443,,,
KL595114,KA526563,08.08.19,405-8383319-9548338,GLS Normalpaket,352559723183,57412418001443,,,
KL577690,KA511131,08.08.19,302-6296684-3981103,GLS Normalpaket,352559724272,44787929081595,,,
KL595109,KA526568,08.08.19,405-9316598-1888345,GLS Normalpaket,352559723190,21995702931451,,,
KL578751,KA511846,08.08.19,303-7570846-8521121,GLS Normalpaket,352559724296,52603470830547,,,
KL595099,KA526578,08.08.19,406-4239988-7462710,GLS Normalpaket,352559723206,32622684304531,,,
KL579496,KA512873,08.08.19,sand-MADGCH4,GLS Normalpaket,352559724227,,,,
KL597613,KA529499,08.08.19,305-4292741-2033965,GLS Normalpaket,352559723435,36115688876771,,,
KL577362,KA511340,08.08.19,305-1639506-7887534,GLS Normalpaket,352559724289,69703289647707,,,
KL581525,KA514293,08.08.19,302-1968868-9509969,GLS Normalpaket,352559724449,53791747798571,,,
KL597742,KA529377,08.08.19,304-0628713-2899512,GLS Normalpaket,352559723442,56770995048051,,,
KL581398,KA514409,08.08.19,304-4482879-6174732,GLS Normalpaket,352559724470,70286938960243,,,
KL597461,KA529120,08.08.19,028-2857113-1904328,GLS Normalpaket,352559723459,43644071770603,,,
KL578648,KA511928,08.08.19,305-9315414-5929929,GLS Normalpaket,352559724319,01934757393051,,,
KL582548,KA517102,08.08.19,sand-173968700717-2040262569007,GLS Normalpaket,352559724548,,,,
KL592189,KA525133,08.08.19,sand-122241285353-2138422318002,DPD Predict,01345057491607,,,,
KL594877,KA526225,08.08.19,304-9669128-6234756,GLS Normalpaket,352559722988,14038955959691,,,
KL588699,KA520418,08.08.19,sand-173902761235-2041536923007,GLS Normalpaket,352559720540,,,,
KL597436,KA515924,08.08.19,303-4925525-3633964,DPD Predict,01345057491437,14484725386411,,,
KL595163,KA526517,08.08.19,403-2479919-8346744,GLS Normalpaket,352559723053,22013274139011,,,
KL597452,KA529128,08.08.19,028-4433025-3557923,GLS Normalpaket,352559722957,36155963415347,,,
KL597660,KA529456,08.08.19,304-9068636-8871506,GLS Normalpaket,352559722858,65009074522475,,,
KL595304,KA526390,08.08.19,306-0532232-9304345,GLS Normalpaket,352559723008,60592258593515,,,
KL595182,KA526499,08.08.19,402-0529845-2850751,GLS Normalpaket,352559723022,36132128084115,,,
KL595175,KA526506,08.08.19,402-5811529-8997138,GLS Normalpaket,352559723039,60394179499635,,,
KL598212,KA529778,08.08.19,1908061046SW037,DPD Predict,01345057491466,,,,
KL595172,KA526509,08.08.19,402-6494736-1791546,GLS Normalpaket,352559723046,57585508711163,,,
KL597550,KA529170,08.08.19,028-9669507-4121953,GLS Normalpaket,352559723282,16543447165531,,,
KL595154,KA526526,08.08.19,403-5249649-6361938,GLS Normalpaket,352559723060,16916496177731,,,
KL598161,KA529820,08.08.19,4294075902-A-1,GLS Normalpaket,352559723367,,,,
KL595152,KA526528,08.08.19,403-6204377-9689944,GLS Normalpaket,352559723077,54254982438971,,,
KL598162,KA529820,08.08.19,4294075902-A-1,GLS Normalpaket,352559723374,,,,
KL595146,KA526534,08.08.19,403-9414530-0808310,GLS Normalpaket,352559723084,47239624649315,,,
KL595143,KA526537,08.08.19,404-2728423-1852358,GLS Normalpaket,352559723091,10687236935259,,,
KL598104,KA529867,08.08.19,4295540602-A-1,GLS Normalpaket,352559723572,,,,
KL597460,KA529121,08.08.19,028-2876553-0710754,GLS Normalpaket,352559723398,24071997533619,,,
KL597881,KA529635,08.08.19,306-8628782-2307567,GLS Normalpaket,352559723411,52519990880563,,,
KL597950,KA529572,08.08.19,306-1290844-8557109,GLS Normalpaket,352559723428,58403873657363,,,
KL598188,KA529799,08.08.19,4293737401-A-1,GLS Normalpaket,352559723466,,,,
KL597491,KA529225,08.08.19,302-3835190-5661110,GLS Normalpaket,352559723473,69738506120035,,,
KL597548,KA529172,08.08.19,028-9693631-4631551,GLS Normalpaket,352559723480,14555232830227,,,
KL597571,KA529150,08.08.19,028-7380352-8263546,GLS Normalpaket,352559723497,64089982674083,,,
KL597734,KA529385,08.08.19,304-1051947-3109947,GLS Normalpaket,352559723503,49013918114907,,,
KL598165,KA529817,08.08.19,4294003102-A-2,GLS Normalpaket,352559723510,,,,
KL588609,KA520151,08.08.19,2439864990,GLS Normalpaket,352559720281,,,,
KL598113,KA529859,08.08.19,4295213401-A-1,GLS Normalpaket,352559723527,,,,
KL597565,KA529156,08.08.19,028-7996673-7804315,GLS Normalpaket,352559723718,70217100176227,,,
KL598112,KA529859,08.08.19,4295213401-A-1,GLS Normalpaket,352559723534,,,,
