DO Number;Referenzbeleg;Date;Client Order Reference;Courier;Tracking Reference;Comission;Comission 2
KL574279;KA509806;23.07.2019;406-1265320-8233922;DPD Predict;1345057486783;2,29857E+13;
KL574280;KA509806;23.07.2019;406-1265320-8233922;DPD Predict;1345057486782;2,29857E+13;
KL574277;KA509808;23.07.2019;406-1492710-8848334;DPD Predict;1345057487081;5,08282E+13;
KL571841;KA506774;23.07.2019;406-1737280-0461169;DPD Predict;1345057485942;5,36523E+13;
KL570639;KA505706;23.07.2019;406-1869004-0053920;DPD Predict;1345057486438;5,4082E+13;
KL576998;KA510284;23.07.2019;406-2362545-6760351;DPD Predict;1345057486455;6,43118E+13;
KL577421;KA511529;23.07.2019;406-3639558-4881953;DPD Predict;1345057487130;4,2821E+13;
KL576997;KA510285;23.07.2019;406-4017456-8366742;DPD Predict;1345057486456;5,13581E+13;
KL577420;KA511530;23.07.2019;406-4461083-7409126;DPD Predict;1345057486211;6,05535E+13;
KL577419;KA511531;23.07.2019;406-5694193-0098716;DPD Predict;1345057486287;1,88094E+13;
KL576490;KA494191;23.07.2019;406-6041914-9813114;DPD Predict;1345057486696;2,38768E+13;
KL577418;KA511532;23.07.2019;406-6069026-4083558;DPD Predict;1345057486934;4,97703E+13;
KL577416;KA511534;23.07.2019;406-7746246-5041143;DPD Predict;1345057486865;2,99156E+13;
KL574266;KA509819;23.07.2019;406-8158075-6492318;DPD Predict;1345057486784;5,82745E+13;
KL571835;KA506780;23.07.2019;406-8295681-9369136;DPD Predict;1345057486443;7,5351E+11;
KL574265;KA509820;23.07.2019;406-8461913-3892330;DPD Predict;1345057486548;1,21676E+13;
KL574264;KA509821;23.07.2019;406-8602281-0857945;DPD Predict;1345057486020;3,14099E+13;
KL577414;KA511536;23.07.2019;407-0186712-6877130;DPD Predict;1345057487131;4,83613E+13;
KL577413;KA511537;23.07.2019;407-0980879-7517103;DPD Predict;1345057486113;2,75727E+13;
KL574256;KA509829;23.07.2019;407-1029968-1662701;DPD Predict;1345057487082;3,08328E+13;
KL576994;KA510288;23.07.2019;407-2652672-1731529;DPD Predict;1345057485962;3,60923E+13;
KL577411;KA511539;23.07.2019;407-3876078-6108363;DPD Predict;1345057485926;2,83875E+13;
KL570617;KA505726;23.07.2019;407-3970636-3432331;DPD Predict;1345057486682;1,68106E+13;
KL574248;KA509837;23.07.2019;407-4530124-9631528;DPD Predict;1345057486155;2,85935E+13;
KL577408;KA511541;23.07.2019;407-4570771-0309903;DPD Predict;1345057486212;4,87027E+13;
KL576471;KA504248;23.07.2019;407-5017378-0153931;DPD Predict;;6,4461E+13;
KL577407;KA511542;23.07.2019;407-5045721-0059563;DPD Predict;1345057486250;4,48059E+13;
KL568217;KA504250;23.07.2019;407-5232521-5790701;DPD Predict;1345057486430;6,53067E+13;
KL574244;KA509841;23.07.2019;407-6268629-7318740;DPD Predict;1345057486785;2,67572E+13;
KL574243;KA509842;23.07.2019;407-6302212-2079561;DPD Predict;1345057486487;3,88312E+13;
KL574241;KA509844;23.07.2019;407-6611237-4517956;DPD Predict;1345057487083;6,69837E+13;
KL572835;KA507675;23.07.2019;408-0050098-3715516;DPD Predict;1345057486124;4,89424E+13;
KL574229;KA509856;23.07.2019;408-0434687-3285166;DPD Predict;1345057486786;3,86183E+13;
KL574227;KA509858;23.07.2019;408-1106772-6490737;DPD Predict;1345057486239;1,75722E+13;
KL574225;KA509860;23.07.2019;408-1409980-5825907;DPD Predict;1345057486549;4,73693E+13;
KL574224;KA509861;23.07.2019;408-1425213-0357117;DPD Predict;1345057486550;6,66071E+13;
KL574220;KA509864;23.07.2019;408-2688553-8381917;DPD Predict;1345057486082;5,07059E+13;
KL574217;KA509867;23.07.2019;408-2872027-8277942;DPD Predict;1345057486787;4,90574E+13;
KL577404;KA511545;23.07.2019;408-2942701-0382734;DPD Predict;1345057486374;5,22241E+13;
KL574214;KA509870;23.07.2019;408-3473329-2146708;DPD Predict;1345057486453;5,18592E+13;
KL577403;KA511546;23.07.2019;408-3530596-4065132;DPD Predict;1345057486667;4,19852E+13;
KL574211;KA509873;23.07.2019;408-3982183-5757169;DPD Predict;1345057486240;2,54481E+13;
KL577402;KA511547;23.07.2019;408-4073967-5088352;DPD Predict;1345057486213;6,48994E+13;
KL577181;KA510290;23.07.2019;408-5701020-1721167;DPD Predict;1345057486328;3,67372E+13;
KL574202;KA509881;23.07.2019;408-6243438-1991525;DPD Predict;1345057486241;2,91493E+13;
KL574201;KA509881;23.07.2019;408-6243438-1991525;DPD Predict;1345057486242;2,91493E+13;
KL574203;KA509881;23.07.2019;408-6243438-1991525;DPD Predict;1345057486243;2,91493E+13;
KL574197;KA509885;23.07.2019;408-6725934-0617937;DPD Predict;1345057486454;2,31545E+13;
KL574193;KA509888;23.07.2019;408-7169083-4805936;DPD Predict;1345057486551;3,7276E+13;
KL577401;KA511548;23.07.2019;408-9218858-2072352;DPD Predict;1345057486165;5,45858E+13;
KL577400;KA511549;23.07.2019;408-9340546-0663561;DPD Predict;1345057485969;3,04317E+13;
KL574189;KA509892;23.07.2019;408-9429076-2532369;DPD Predict;1345057486788;4,89446E+13;
KL574188;KA509893;23.07.2019;408-9607441-1548357;DPD Predict;1345057485918;3,23396E+12;
KL576989;KA510093;23.07.2019;4143644901-A;DPD Predict;1345057486214;;
KL576855;KA510563;23.07.2019;4181104301-A;DPD Predict;1345057486222;;
KL576854;KA510564;23.07.2019;4220739801-A;DPD Predict;1345057486223;;
KL578233;KA512066;23.07.2019;4261676903-A;DPD Predict;1345057486567;;
KL578232;KA512066;23.07.2019;4261676903-A;DPD Predict;1345057486615;;
KL578231;KA512067;23.07.2019;4266352403-A;DPD Predict;1345057486631;;
KL578230;KA512068;23.07.2019;4269213602-A;DPD Predict;1345057486862;;
KL576853;KA510565;23.07.2019;4271764202-A;DPD Predict;1345057486138;;
KL576852;KA510566;23.07.2019;4273461203-A;DPD Predict;1345057487035;;
KL576851;KA510567;23.07.2019;4273608101-A;DPD Predict;1345057486224;;
KL576850;KA510567;23.07.2019;4273608101-A;DPD Predict;1345057486225;;
KL570147;KA506078;23.07.2019;4274711801-A;DPD Predict;1345057485936;;
KL576849;KA510568;23.07.2019;4276063702-A;DPD Predict;1345057486202;;
KL576845;KA510570;23.07.2019;4276920102-A;DPD Predict;1345057486941;;
KL576846;KA510570;23.07.2019;4276920102-A;DPD Predict;1345057486942;;
KL576847;KA510570;23.07.2019;4276920102-A;DPD Predict;1345057486943;;
KL576844;KA510571;23.07.2019;4276976801-A;DPD Predict;1345057486656;;
KL576843;KA510572;23.07.2019;4277040402-A;DPD Predict;1345057486226;;
KL576842;KA510573;23.07.2019;4277076001-A;DPD Predict;1345057486728;;
KL576841;KA510574;23.07.2019;4277113401-A;DPD Predict;1345057486135;;
KL576840;KA510575;23.07.2019;4277182601-A;DPD Predict;1345057486203;;
KL576839;KA510576;23.07.2019;4277193701-A;DPD Predict;1345057487036;;
KL576838;KA510577;23.07.2019;4277258301-A;DPD Predict;1345057486277;;
KL576836;KA510579;23.07.2019;4277308601-A;DPD Predict;1345057487037;;
KL576835;KA510580;23.07.2019;4277311802-A;;143233958720;;
KL576834;KA510581;23.07.2019;4277352502-A;DPD Predict;1345057486196;;
KL576832;KA510582;23.07.2019;4277356301-A;DPD Predict;1345057486227;;
KL576827;KA510584;23.07.2019;4277539101-A;DPD Predict;1345057486356;;
KL576828;KA510584;23.07.2019;4277539101-A;DPD Predict;1345057486357;;
KL576829;KA510584;23.07.2019;4277539101-A;DPD Predict;1345057486359;;
KL576826;KA510584;23.07.2019;4277539101-A;DPD Predict;1345057486362;;
KL576825;KA510585;23.07.2019;4277539201-A;DPD Predict;1345057485953;;
KL578225;KA512071;23.07.2019;4277634402-A;DPD Predict;1345057486622;;
KL578226;KA512071;23.07.2019;4277634402-A;DPD Predict;1345057486623;;
KL576821;KA510588;23.07.2019;4277657702-A;DPD Predict;1345057486132;;
KL576822;KA510588;23.07.2019;4277657702-A;DPD Predict;1345057486133;;
KL578224;KA512072;23.07.2019;4277663101-A;DPD Predict;1345057486621;;
KL576833;KA510589;23.07.2019;4277672302-A;DPD Predict;1345057486251;;
KL576819;KA510591;23.07.2019;4277761701-A;DPD Predict;1345057487038;;
KL576818;KA510592;23.07.2019;4277766301-A;DPD Predict;1345057486462;;
KL576817;KA510592;23.07.2019;4277766301-A;DPD Predict;1345057486463;;
KL576816;KA510593;23.07.2019;4277788701-A;DPD Predict;1345057486365;;
KL576815;KA510594;23.07.2019;4277855203-A;DPD Predict;1345057486228;;
KL576814;KA510595;23.07.2019;4277895901-A;DPD Predict;1345057486190;;
KL576813;KA510596;23.07.2019;4277896005-A;DPD Predict;1345057486130;;
KL576812;KA510597;23.07.2019;4277897302-A;DPD Predict;1345057486229;;
KL576811;KA510598;23.07.2019;4277950301-A;DPD Predict;1345057486230;;
KL576809;KA510599;23.07.2019;4277955203-A;DPD Predict;1345057486174;;
KL576810;KA510599;23.07.2019;4277955203-A;DPD Predict;1345057486177;;
KL576806;KA510601;23.07.2019;4277999701-A;DPD Predict;1345057486197;;
KL576804;KA510603;23.07.2019;4278089001-A;DPD Predict;1345057486626;;
KL576803;KA510604;23.07.2019;4278155501-A;DPD Predict;1345057486231;;
KL576802;KA510605;23.07.2019;4278168701-A;DPD Predict;1345057486101;;
KL576801;KA510606;23.07.2019;4278192302-A;DPD Predict;1345057486199;;
KL576797;KA510609;23.07.2019;4278228102-A;DPD Predict;1345057487039;;
KL576796;KA510609;23.07.2019;4278228102-A;DPD Predict;1345057487040;;
KL576795;KA510610;23.07.2019;4278237201-A;DPD Predict;1345057487014;;
KL576793;KA510612;23.07.2019;4278285203-A;DPD Predict;1345057486106;;
KL576792;KA510613;23.07.2019;4278285301-A;DPD Predict;1345057485944;;
KL576791;KA510614;23.07.2019;4278292204-A;DPD Predict;1345057486195;;
KL576790;KA510615;23.07.2019;4278292801-A;DPD Predict;1345057486232;;
KL576789;KA510615;23.07.2019;4278292801-A;DPD Predict;1345057486233;;
KL578223;KA512073;23.07.2019;4278375402-A;DPD Predict;1345057487093;;
KL576788;KA510616;23.07.2019;4278440301-A;DPD Predict;1345057486032;;
KL576787;KA510617;23.07.2019;4278445102-A;DPD Predict;1345057485950;;
KL576786;KA510618;23.07.2019;4278462302-A;DPD Predict;1345057487015;;
KL576785;KA510619;23.07.2019;4278507401-A;DPD Predict;1345057486198;;
KL576782;KA510622;23.07.2019;4278647402-A;DPD Predict;1345057486234;;
KL576781;KA510622;23.07.2019;4278647402-A;DPD Predict;1345057486235;;
KL576780;KA510623;23.07.2019;4278675502-A;DPD Predict;1345057487016;;
KL576777;KA510626;23.07.2019;4278776201-A;DPD Predict;1345057486136;;
KL576776;KA510627;23.07.2019;4278793401-A;DPD Predict;1345057485945;;
KL576775;KA510628;23.07.2019;4278793801-A;DPD Predict;1345057486720;;
KL576774;KA510629;23.07.2019;4278806601-A;DPD Predict;1345057486538;;
KL576773;KA510630;23.07.2019;4278808901-A;DPD Predict;1345057486236;;
KL578221;KA512074;23.07.2019;4278845101-A;DPD Predict;1345057486619;;
KL578222;KA512074;23.07.2019;4278845101-A;DPD Predict;1345057486620;;
KL578218;KA512076;23.07.2019;4278893303-A;DPD Predict;1345057486617;;
KL578219;KA512076;23.07.2019;4278893303-A;DPD Predict;1345057486618;;
KL578217;KA512076;23.07.2019;4278893303-A;DPD Predict;1345057486616;;
KL578214;KA512078;23.07.2019;4278942801-A;DPD Predict;1345057486946;;
KL578211;KA512079;23.07.2019;4278977802-A;DPD Predict;1345057486689;;
KL578213;KA512079;23.07.2019;4278977802-A;DPD Predict;1345057486690;;
KL578212;KA512079;23.07.2019;4278977802-A;DPD Predict;1345057486692;;
KL578210;KA512079;23.07.2019;4278977802-A;DPD Predict;1345057486693;;
KL578208;KA512080;23.07.2019;4279000002-A;DPD Predict;1345057487091;;
KL578209;KA512080;23.07.2019;4279000002-A;DPD Predict;1345057487092;;
KL578206;KA512082;23.07.2019;4279007902-A;DPD Predict;1345057486646;;
KL578198;KA512088;23.07.2019;4279311402-A;DPD Predict;1345057486945;;
KL578197;KA512089;23.07.2019;4279314401-A;DPD Predict;1345057486936;;
KL578194;KA512092;23.07.2019;4279368805-A;DPD Predict;1345057486659;;
KL578192;KA512094;23.07.2019;4279441102-A;DPD Predict;1345057486935;;
KL578187;KA512097;23.07.2019;4279477501-A;DPD Predict;1345057487090;;
KL578185;KA512098;23.07.2019;4279488001-A;DPD Predict;1345057486684;;
KL578186;KA512098;23.07.2019;4279488001-A;DPD Predict;1345057486685;;
KL578184;KA512099;23.07.2019;4279567701-A;DPD Predict;1345057486638;;
KL578551;KA512105;23.07.2019;4279679301-A;DPD Predict;1345057486613;;
KL578552;KA512105;23.07.2019;4279679301-A;DPD Predict;1345057486625;;
KL578549;KA512106;23.07.2019;4279695401-A;DPD Predict;1345057487100;;
KL578550;KA512106;23.07.2019;4279695401-A;DPD Predict;1345057487099;;
KL578547;KA512108;23.07.2019;4279729001-A;DPD Predict;1345057487101;;
KL578543;KA512110;23.07.2019;4279891501-A;DPD Predict;1345057486611;;
KL578544;KA512110;23.07.2019;4279891501-A;DPD Predict;1345057486612;;
KL578541;KA512111;23.07.2019;4279985701-A;DPD Predict;1345057486609;;
KL578542;KA512111;23.07.2019;4279985701-A;DPD Predict;1345057486610;;
KL578534;KA512113;23.07.2019;4280018905-A;DPD Predict;1345057486554;;
KL578533;KA512114;23.07.2019;4280118903-A;DPD Predict;1345057486835;;
KL578532;KA512115;23.07.2019;4280163602-A;DPD Predict;1345057486939;;
KL578531;KA512116;23.07.2019;4280171602-A;DPD Predict;1345057487102;;
KL578530;KA512117;23.07.2019;4280183803-A;DPD Predict;1345057486645;;
KL578529;KA512118;23.07.2019;4280205001-A;DPD Predict;1345057486644;;
KL578528;KA512119;23.07.2019;4280207302-A;DPD Predict;1345057487103;;
KL578527;KA512120;23.07.2019;4280212203-A;DPD Predict;1345057486557;;
KL578526;KA512121;23.07.2019;4280214103-A;DPD Predict;1345057486608;;
KL578524;KA512122;23.07.2019;4280220102-A;DPD Predict;1345057486606;;
KL578525;KA512122;23.07.2019;4280220102-A;DPD Predict;1345057486607;;
KL578521;KA512123;23.07.2019;4280236901-A;DPD Predict;1345057486603;;
KL578522;KA512123;23.07.2019;4280236901-A;DPD Predict;1345057486604;;
KL578523;KA512123;23.07.2019;4280236901-A;DPD Predict;1345057486605;;
KL578520;KA512124;23.07.2019;4280254303-A;DPD Predict;1345057486602;;
KL578518;KA512125;23.07.2019;4280262602-A;DPD Predict;1345057486600;;
KL578519;KA512125;23.07.2019;4280262602-A;DPD Predict;1345057486601;;
KL578517;KA512126;23.07.2019;4280272302-A;DPD Predict;1345057486599;;
KL578516;KA512127;23.07.2019;4280299302-A;DPD Predict;1345057486598;;
KL578513;KA512129;23.07.2019;4280373201-A;DPD Predict;1345057486643;;
KL578506;KA512134;23.07.2019;4280504001-A;DPD Predict;1345057486642;;
KL578504;KA512135;23.07.2019;4280569101-A;DPD Predict;1345057486596;;
KL578505;KA512135;23.07.2019;4280569101-A;DPD Predict;1345057486597;;
KL578502;KA512136;23.07.2019;4280591401-A;DPD Predict;1345057486595;;
KL578501;KA512137;23.07.2019;4280603201-A;DPD Predict;1345057487104;;
KL578499;KA512139;23.07.2019;4280615001-A;DPD Predict;1345057486641;;
KL578498;KA512140;23.07.2019;4280639101-A;DPD Predict;1345057486949;;
KL578496;KA512142;23.07.2019;4280752603-A;DPD Predict;1345057486594;;
KL578494;KA512143;23.07.2019;4280764402-A;DPD Predict;1345057486592;;
KL578495;KA512143;23.07.2019;4280764402-A;DPD Predict;1345057486593;;
KL578493;KA512144;23.07.2019;4280795701-A;DPD Predict;1345057486591;;
KL578492;KA512145;23.07.2019;4280834901-A;DPD Predict;1345057486938;;
KL578491;KA512146;23.07.2019;4280887602-A;DPD Predict;1345057486590;;
KL578490;KA512147;23.07.2019;4280904701-A;DPD Predict;1345057486948;;
KL578489;KA512148;23.07.2019;4280907701-A;DPD Predict;1345057486797;;
KL578487;KA512150;23.07.2019;4281021901-A;DPD Predict;1345057486937;;
KL578486;KA512151;23.07.2019;4281076202-A;DPD Predict;1345057487105;;
KL578485;KA512152;23.07.2019;4281086203-A;DPD Predict;1345057486555;;
KL578484;KA512153;23.07.2019;4281087602-A;DPD Predict;1345057486691;;
KL578483;KA512154;23.07.2019;4281116401-A;DPD Predict;1345057486640;;
KL578471;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486576;;
KL578469;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486577;;
KL578470;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486578;;
KL578480;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486584;;
KL578477;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486585;;
KL578478;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486586;;
KL578479;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486587;;
KL578464;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486572;;
KL578465;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486573;;
KL578466;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486574;;
KL578467;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486575;;
KL578473;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486580;;
KL578474;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486581;;
KL578475;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486582;;
KL578476;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486583;;
KL578472;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486579;;
KL578481;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486588;;
KL578482;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486589;;
KL578468;KA512155;23.07.2019;4281131003-A;DPD Predict;1345057486614;;
KL578462;KA512156;23.07.2019;4281140101-A;DPD Predict;1345057487106;;
KL578461;KA512157;23.07.2019;4281146601-A;DPD Predict;1345057486639;;
KL578460;KA512158;23.07.2019;4281166301-A;DPD Predict;1345057486571;;
KL578459;KA512159;23.07.2019;4281200803-A;DPD Predict;1345057487107;;
KL578458;KA512160;23.07.2019;4281229402-A;DPD Predict;1345057486947;;
KL578457;KA512161;23.07.2019;4281331901-A;DPD Predict;1345057486858;;
KL578456;KA512162;23.07.2019;4281362502-A;DPD Predict;1345057486570;;
KL578455;KA512163;23.07.2019;4281366301-A;DPD Predict;1345057486857;;
KL578454;KA512164;23.07.2019;4281380002-A;DPD Predict;1345057486569;;
KL578452;KA512166;23.07.2019;4281422503-A;DPD Predict;1345057486856;;
KL578448;KA512167;23.07.2019;4281423701-A;DPD Predict;1345057486849;;
KL578449;KA512167;23.07.2019;4281423701-A;DPD Predict;1345057486850;;
KL578450;KA512167;23.07.2019;4281423701-A;DPD Predict;1345057486851;;
KL578451;KA512167;23.07.2019;4281423701-A;DPD Predict;1345057486852;;
KL578447;KA512167;23.07.2019;4281423701-A;DPD Predict;1345057486848;;
KL578446;KA512168;23.07.2019;4281455602-A;DPD Predict;1345057487108;;
KL578445;KA512168;23.07.2019;4281455602-A;DPD Predict;1345057487109;;
KL576440;KA510924;23.07.2019;525-081-441;DPD Predict;1345057486237;;
KL578325;KA512277;23.07.2019;577-401-852;GLS Normalpaket;352559623605;;
KL578326;KA512277;23.07.2019;577-401-852;GLS Normalpaket;352559623612;;
KL576437;KA510927;23.07.2019;631-512-387;;352559619073;;
KL576436;KA510927;23.07.2019;631-512-387;;352559619080;;
KL576435;KA510928;23.07.2019;802-059-594;DPD Predict;1345057486510;;
KL576434;KA510929;23.07.2019;830-813-737;DPD Predict;1345057487019;;
KL578324;KA512278;23.07.2019;844-791-407;;352559622752;;
KL576433;KA510930;23.07.2019;854-162-914;DPD Predict;1345057487020;;
KL576432;KA510931;23.07.2019;882-123-859;;352559620956;;
KL576430;KA510932;23.07.2019;968-749-770;;352559619103;;
KL576431;KA510932;23.07.2019;968-749-770;;352559619097;;
KL577913;KA511553;23.07.2019;sand-122631289789-2133853856002;GLS Normalpaket;352559616928;;
KL577914;KA511552;23.07.2019;sand-123230266608-2133851749002;;352559620550;;
KL573796;KA507965;23.07.2019;sand-123230266924-2132516829002;;352559617895;;
KL573928;KA508089;23.07.2019;sand-123230266924-2132875733002;;352559618113;;
KL576059;KA510017;23.07.2019;sand-123230266924-2133206397002;;352559618465;;
KL576060;KA510017;23.07.2019;sand-123230266924-2133206397002;;352559618458;;
KL576063;KA510017;23.07.2019;sand-123230266924-2133206397002;;352559618427;;
KL576062;KA510017;23.07.2019;sand-123230266924-2133206397002;;352559618434;;
KL576061;KA510017;23.07.2019;sand-123230266924-2133206397002;;352559618441;;
KL578148;KA511702;23.07.2019;sand-123230266924-2133315048002;;352559618496;;
KL578149;KA511702;23.07.2019;sand-123230266924-2133315048002;;352559618205;;
KL578114;KA511703;23.07.2019;sand-123230266924-2133577348002;;352559620949;;
KL578113;KA511704;23.07.2019;sand-123230266924-2133593820002;;352559620932;;
KL577979;KA511674;23.07.2019;sand-123230266924-2133609585002;;352559618946;;
KL578000;KA511655;23.07.2019;sand-123230266924-2133649051002;;352559620734;;
KL573708;KA507950;23.07.2019;sand-123352643745-2132261172002;;352559617833;;
KL573709;KA507950;23.07.2019;sand-123352643745-2132261172002;;352559617840;;
KL573714;KA508030;23.07.2019;sand-123352643745-2132406827002;;352559618007;;
KL573715;KA508030;23.07.2019;sand-123352643745-2132406827002;;352559618021;;
KL576100;KA509992;23.07.2019;sand-123352643745-2133274097002;;352559618182;;
KL576099;KA509992;23.07.2019;sand-123352643745-2133274097002;;352559618304;;
KL578023;KA511637;23.07.2019;sand-123352643745-2133685949002;;352559621144;;
KL578024;KA511637;23.07.2019;sand-123352643745-2133685949002;;352559621151;;
KL577962;KA511563;23.07.2019;sand-123352643745-2133794658002;;352559619028;;
KL577964;KA511563;23.07.2019;sand-123352643745-2133794658002;;352559618953;;
KL577963;KA511563;23.07.2019;sand-123352643745-2133794658002;;352559618960;;
KL577961;KA511564;23.07.2019;sand-123352643745-2133795732002;;352559620499;;
KL577960;KA511565;23.07.2019;sand-123352643745-2133823865002;;352559618977;;
KL573380;KA507693;23.07.2019;sand-123583736439-2131907426002;GLS Normalpaket;352559613651;;
KL578021;KA511639;23.07.2019;sand-123793924490-2133698589002;DPD Predict;1345057486911;;
KL578025;KA511636;23.07.2019;sand-123793925382-2133665784002;DPD Predict;1345057486012;;
KL576223;KA509906;23.07.2019;sand-123837884719-2133410336002;DPD Predict;1345057485949;;
KL578002;KA511654;23.07.2019;sand-123839051130-2133643992002;DPD Predict;1345057486171;;
KL578001;KA511654;23.07.2019;sand-123839051130-2133643992002;DPD Predict;1345057486172;;
KL577934;KA511586;23.07.2019;sand-123839074122-2133754526002;DPD Predict;1345057486036;;
KL578059;KA511611;23.07.2019;sand-172271214866-2038111937007;DPD Predict;1345057485955;;
KL578169;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486339;;
KL578170;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486340;;
KL578171;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486341;;
KL578164;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486342;;
KL578165;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486343;;
KL578166;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486344;;
KL578167;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486345;;
KL578168;KA511695;23.07.2019;sand-172271250917-2034223906007;DPD Predict;1345057486346;;
KL576135;KA509968;23.07.2019;sand-172271250917-2037737059007;DPD Predict;1345057486347;;
KL576136;KA509968;23.07.2019;sand-172271250917-2037737059007;DPD Predict;1345057486348;;
KL576186;KA509935;23.07.2019;sand-172271250917-2037788782007;DPD Predict;1345057486459;;
KL576185;KA509935;23.07.2019;sand-172271250917-2037788782007;DPD Predict;1345057486460;;
KL577967;KA511561;23.07.2019;sand-172271250917-2038159420007;DPD Predict;1345057486009;;
KL577966;KA511561;23.07.2019;sand-172271250917-2038159420007;DPD Predict;1345057486015;;
KL576067;KA510014;23.07.2019;sand-172523579003-2037676711007;DPD Predict;1345057486832;;
KL576228;KA509902;23.07.2019;sand-172523579003-2037847851007;GLS Normalpaket;352559611947;;
KL577939;KA511581;23.07.2019;sand-172523579003-2038175442007;GLS Normalpaket;352559612111;;
KL578144;KA511750;23.07.2019;sand-172552676624-2037563247007;GLS Normalpaket;352559615594;;
KL578143;KA511751;23.07.2019;sand-172552676624-2037567547007;GLS Paket OVL Berlin;102986794610;;
KL576148;KA509962;23.07.2019;sand-172552676624-2037754362007;DPD Predict;1345057486833;;
KL576140;KA509966;23.07.2019;sand-172552676624-2037781300007;GLS Normalpaket;352559623551;;
KL576141;KA509966;23.07.2019;sand-172552676624-2037781300007;GLS Normalpaket;352559623568;;
KL576197;KA509924;23.07.2019;sand-172552676624-2037804192007;DPD Predict;1345057486008;;
KL578060;KA511610;23.07.2019;sand-172552676624-2038152714007;GLS Normalpaket;352559615624;;
KL576030;KA510041;23.07.2019;sand-172567155114-2037627494007;GLS Normalpaket;352559613132;;
KL576227;KA509903;23.07.2019;sand-172567155114-2037855855007;DPD Predict;1345057485971;;
KL578028;KA511633;23.07.2019;sand-172806300805-2038086112007;GLS Normalpaket;352559623216;;
KL000615Mega;KA508039;23.07.2019;sand-172806303097-2035853471007;GLS Normalpaket;352559614542;;
KL573478;KA507839;23.07.2019;sand-172806315929-2036492938007;;143233958539;;
KL576139;KA509967;23.07.2019;sand-172806315929-2037732326007;DPD Predict;1345057486998;;
KL576138;KA509967;23.07.2019;sand-172806315929-2037732326007;DPD Predict;1345057486999;;
KL576137;KA509967;23.07.2019;sand-172806315929-2037732326007;DPD Predict;1345057487000;;
KL578027;KA511634;23.07.2019;sand-172806830267-2038103530007;GLS Normalpaket;352559614184;;
KL573917;KA508099;23.07.2019;sand-172806837984-2037282145007;DPD Predict;1345057486125;;
KL572418;KA506870;23.07.2019;sand-172806843672-2036306971007;GLS Normalpaket;352559613705;;
KL576025;KA510045;23.07.2019;sand-172806843672-2037606592007;DPD Predict;1345057486707;;
KL576026;KA510045;23.07.2019;sand-172806843672-2037606592007;DPD Predict;1345057486711;;
KL578163;KA511753;23.07.2019;sand-172806845606-2035855577007;GLS Paket OVL Berlin;102986794429;;
KL572432;KA506863;23.07.2019;sand-172806845606-2036277564007;GLS Normalpaket;352559613668;;
KL572431;KA506863;23.07.2019;sand-172806845606-2036277564007;GLS Normalpaket;352559613712;;
KL578029;KA511632;23.07.2019;sand-172806845606-2038074005007;DPD Predict;1345057486731;;
KL573583;KA507807;23.07.2019;sand-172806940872-2035851417007;GLS Normalpaket;352559613620;;
KL573582;KA507807;23.07.2019;sand-172806940872-2035851417007;GLS Normalpaket;352559613637;;
KL578162;KA511755;23.07.2019;sand-172806940872-2036348777007;GLS Normalpaket;352559614061;;
KL578161;KA511755;23.07.2019;sand-172806940872-2036348777007;GLS Normalpaket;352559614078;;
KL573409;KA507743;23.07.2019;sand-172806940872-2036619359007;GLS Normalpaket;352559613767;;
KL573408;KA507743;23.07.2019;sand-172806940872-2036619359007;GLS Normalpaket;352559613774;;
KL573430;KA507726;23.07.2019;sand-172806940872-2036689411007;DPD Predict;1345057486683;;
KL573953;KA508071;23.07.2019;sand-172806940872-2037360019007;GLS Normalpaket;352559614085;;
KL575985;KA510079;23.07.2019;sand-172806940872-2037551847007;DPD Predict;1345057486534;;
KL575998;KA510067;23.07.2019;sand-172806940872-2037601790007;DPD Predict;1345057486714;;
